"","DC1","DC2","DC3","DS1","DS2","DS3","SC1","SC2","SC3","SS1","SS2","SS3","U1","U2","U3"
"Otu01343",3,8,4,8,5,2,3,6,0,4,5,5,9,3,11
"Otu01369",3,14,2,6,5,1,2,11,4,1,7,3,9,5,3
"Otu01370",6,6,15,1,6,4,0,4,5,3,7,2,9,5,3
"Otu01377",10,3,0,2,5,6,4,3,4,1,10,7,10,4,7
"Otu01384",6,1,6,3,9,9,5,7,5,7,6,8,0,0,4
"Otu01395",7,7,13,5,10,12,4,2,2,6,5,3,0,0,0
"Otu01424",6,14,13,3,5,0,0,0,4,5,6,1,3,11,5
"Otu01526",0,0,0,0,3,0,49,13,0,1,5,5,0,0,0
"Otu01174",1,0,6,3,6,7,6,2,4,6,4,8,1,11,10
"Otu01194",5,3,4,1,2,4,0,6,4,7,5,6,12,7,9
"Otu01324",3,5,5,1,2,8,5,4,7,7,5,7,6,8,2
"Otu01328",5,11,21,4,2,5,4,0,2,0,0,5,4,4,8
"Otu01341",11,10,3,0,4,4,1,8,2,3,22,4,0,3,0
"Otu01396",5,3,6,0,4,1,6,1,0,2,3,6,9,13,16
"Otu01482",6,3,6,2,0,4,11,11,23,2,3,4,0,0,0
"Otu01233",12,10,3,1,6,5,4,3,2,10,8,8,0,0,2
"Otu01287",2,6,10,0,0,3,4,3,4,1,1,3,10,19,8
"Otu01292",2,5,6,0,12,6,11,4,4,9,5,2,5,2,1
"Otu01294",2,6,8,7,3,4,2,1,2,5,9,6,6,8,5
"Otu01304",2,0,5,0,5,3,0,3,7,4,4,1,21,15,4
"Otu01368",0,7,1,3,3,8,6,6,2,7,9,4,7,4,7
"Otu01394",3,2,7,0,5,4,3,5,4,6,7,10,4,6,8
"Otu01442",4,2,6,10,9,3,4,2,8,3,10,4,4,3,2
"Otu01455",6,6,2,9,9,4,6,7,2,5,6,5,3,1,3
"Otu01465",12,10,0,1,0,1,4,42,1,0,0,0,2,1,0
"Otu01483",5,18,14,1,5,5,1,6,3,6,1,4,0,5,0
"Otu01487",10,9,7,8,4,10,5,2,1,1,0,3,4,3,7
"Otu01502",6,2,0,3,1,0,26,36,0,0,0,0,0,0,0
"Otu01096",0,2,5,0,2,8,6,4,2,1,0,3,16,11,13
"Otu01221",1,4,4,0,0,4,0,0,3,2,2,0,20,17,16
"Otu01225",6,9,1,4,5,7,4,6,1,6,3,0,11,4,6
"Otu01259",2,5,6,3,4,2,0,1,0,0,2,1,23,16,8
"Otu01334",5,8,2,7,3,7,3,7,4,7,4,3,4,4,5
"Otu01356",3,5,4,3,5,6,1,1,4,9,8,8,6,6,4
"Otu01361",1,5,6,3,7,8,3,5,6,8,10,6,2,3,0
"Otu01375",9,6,12,0,8,6,0,3,0,2,6,4,8,7,2
"Otu01405",10,10,8,0,3,5,4,1,8,0,6,2,4,7,5
"Otu01408",0,1,7,7,7,5,2,7,4,4,6,9,3,7,4
"Otu01411",5,16,17,5,4,6,3,3,0,1,3,6,2,1,1
"Otu01414",3,10,21,4,4,4,4,1,2,4,7,3,1,3,2
"Otu01425",15,5,5,4,2,8,4,7,4,3,9,2,3,0,2
"Otu01472",5,21,5,2,3,5,2,1,0,16,5,3,3,2,0
"Otu01511",30,8,9,8,3,7,1,1,0,1,3,1,0,1,0
"Otu01183",1,1,0,0,7,4,3,7,1,4,1,1,1,34,7
"Otu01203",3,5,1,4,3,7,4,6,6,4,4,3,8,9,5
"Otu01237",2,7,4,1,5,7,3,0,3,11,3,9,8,6,3
"Otu01242",6,1,6,0,2,5,7,8,0,5,4,13,1,3,11
"Otu01247",5,14,3,2,3,11,4,0,6,4,4,5,5,2,4
"Otu01279",0,8,2,0,1,3,0,0,0,2,2,1,11,19,23
"Otu01284",18,5,13,6,1,5,4,5,5,5,0,2,3,0,0
"Otu01312",1,0,0,2,8,10,6,8,2,6,3,5,9,9,3
"Otu01339",1,5,4,4,4,3,5,3,4,8,8,13,2,6,2
"Otu01342",5,6,5,3,2,4,2,3,7,5,4,0,14,9,3
"Otu01352",1,2,5,5,2,5,3,8,3,9,1,4,14,8,2
"Otu01353",8,12,9,3,2,5,3,5,5,2,4,4,5,3,2
"Otu01399",8,5,11,3,2,9,5,3,10,3,0,8,0,3,2
"Otu01452",5,8,3,0,4,7,9,5,6,3,8,4,5,0,5
"Otu01469",4,2,9,5,6,2,8,6,7,6,4,6,3,0,4
"Otu01480",8,9,10,1,5,3,1,3,1,6,3,9,8,4,1
"Otu01484",6,5,3,7,2,5,1,3,2,1,2,1,7,21,6
"Otu01504",5,15,13,4,5,8,2,2,3,5,1,1,6,2,0
"Otu01622",0,3,4,2,6,9,17,8,1,16,0,5,1,0,0
"Otu01138",0,4,6,4,0,4,5,0,0,0,8,0,38,2,0
"Otu01187",2,0,1,3,2,6,4,3,4,2,2,6,9,16,11
"Otu01255",6,1,8,7,10,3,2,3,2,0,4,4,4,12,5
"Otu01388",4,7,2,9,2,4,4,2,0,7,4,12,5,5,4
"Otu01391",6,10,5,0,6,4,7,7,3,9,1,3,3,3,4
"Otu01392",0,0,0,5,1,0,2,40,15,0,2,5,1,0,0
"Otu01407",3,6,9,7,9,8,6,5,4,3,0,7,0,1,3
"Otu01430",6,3,2,1,8,4,7,2,8,5,6,7,3,7,2
"Otu01431",4,8,5,7,5,8,2,0,7,5,10,5,2,3,0
"Otu01433",3,6,10,7,7,4,2,6,7,2,8,7,0,1,1
"Otu01450",4,11,9,5,0,3,5,3,3,0,6,3,8,3,8
"Otu01460",4,12,7,1,2,7,11,3,13,2,3,4,0,1,1
"Otu01481",3,6,4,0,3,3,6,19,12,1,4,9,1,0,0
"Otu01516",4,13,4,8,6,2,5,4,2,6,4,6,1,5,1
"Otu01562",6,3,3,3,5,0,9,5,2,10,1,7,7,4,6
"Otu01661",3,3,10,0,3,1,11,11,11,2,2,1,4,7,2
"Otu01680",35,8,0,9,2,1,1,9,1,1,0,0,0,0,4
"Otu01095",7,3,3,8,6,11,3,2,5,4,1,2,4,4,7
"Otu01117",6,3,6,0,3,2,3,5,2,0,4,3,7,13,13
"Otu01248",0,5,0,0,0,1,10,1,3,2,4,2,17,9,16
"Otu01261",3,10,0,0,2,6,0,0,2,11,6,5,3,11,11
"Otu01298",0,0,0,0,0,0,0,0,0,0,0,0,24,16,30
"Otu01359",2,9,5,6,4,3,0,2,0,3,3,6,7,12,8
"Otu01416",4,6,2,3,9,7,3,3,1,3,2,4,5,8,10
"Otu01426",2,6,13,4,1,1,3,3,6,7,3,3,12,3,3
"Otu01435",1,4,6,1,1,5,5,3,5,5,8,8,5,9,4
"Otu01436",4,6,10,3,2,5,2,3,5,2,4,2,6,7,9
"Otu01461",3,13,8,6,4,4,5,4,6,5,2,1,1,5,3
"Otu01478",3,5,11,9,6,8,4,2,7,3,7,2,0,1,2
"Otu01510",2,2,14,2,12,6,8,6,0,4,4,2,2,6,0
"Otu01514",5,10,5,2,12,4,1,6,3,5,10,6,0,0,1
"Otu01576",6,2,5,6,2,0,5,2,2,3,5,8,11,7,6
"Otu01153",2,2,0,0,1,0,0,0,0,0,0,1,11,32,20
"Otu01154",1,3,0,10,2,3,0,0,0,1,0,0,22,17,10
"Otu01169",0,2,0,4,3,7,1,1,0,1,4,0,19,16,11
"Otu01236",0,1,3,1,2,2,0,0,1,5,0,2,18,10,24
"Otu01282",3,6,8,2,4,3,6,4,3,5,5,2,8,8,2
"Otu01319",5,10,2,5,3,9,2,10,5,0,7,5,0,4,2
"Otu01320",1,0,0,0,0,0,0,0,0,0,1,0,29,23,15
"Otu01333",0,8,8,3,4,4,7,3,6,4,10,3,1,3,5
"Otu01337",12,4,4,3,4,4,6,2,5,5,10,5,2,2,1
"Otu01344",6,4,4,3,7,8,4,6,5,4,2,10,4,0,2
"Otu01355",12,5,1,8,7,9,4,1,0,5,3,1,0,6,7
"Otu01383",1,3,9,4,2,10,1,4,6,4,5,1,4,9,6
"Otu01390",2,1,4,3,5,4,0,7,3,6,3,7,14,7,3
"Otu01398",4,8,9,3,3,8,4,6,0,3,5,3,2,8,3
"Otu01421",0,9,2,2,5,5,7,5,4,4,1,4,9,3,9
"Otu01434",3,11,8,3,3,5,2,1,0,5,4,2,10,10,2
"Otu01439",7,7,2,12,9,3,3,6,3,10,1,2,0,1,3
"Otu01441",3,5,8,0,9,4,7,4,8,3,3,13,1,1,0
"Otu01445",0,2,2,3,4,3,6,6,4,9,2,4,16,5,3
"Otu01453",4,5,6,1,6,5,3,3,2,16,4,4,6,0,4
"Otu01456",5,6,2,4,5,11,4,2,5,8,9,3,2,1,2
"Otu01470",7,9,9,4,3,6,1,6,1,10,5,7,1,0,0
"Otu01490",8,2,8,0,1,6,0,7,0,0,6,7,5,10,9
"Otu01528",8,4,3,3,7,6,6,4,9,5,6,6,0,1,1
"Otu01549",4,3,0,0,0,54,0,1,0,4,0,2,0,0,1
"Otu01566",3,6,10,3,11,2,6,0,8,8,5,4,1,0,2
"Otu01581",10,14,5,3,5,9,6,3,6,5,1,2,0,0,0
"Otu01601",2,4,11,0,2,5,6,5,7,5,10,12,0,0,0
"Otu01636",6,1,6,3,7,5,4,10,11,3,4,1,2,2,4
"Otu01708",3,3,1,0,0,0,3,58,0,0,0,0,0,1,0
"Otu01241",8,5,2,3,2,8,6,7,5,3,6,4,1,6,2
"Otu01243",7,7,2,0,4,6,6,5,3,8,8,10,0,0,2
"Otu01281",2,7,8,0,2,5,2,8,4,9,5,5,2,4,5
"Otu01296",3,8,5,6,5,5,6,4,0,6,4,6,2,5,3
"Otu01313",15,7,6,0,1,1,1,0,1,0,0,0,8,12,16
"Otu01317",3,1,3,5,1,7,0,4,5,2,5,9,14,8,1
"Otu01330",5,6,1,1,1,7,4,2,2,9,6,10,1,8,5
"Otu01338",5,6,3,1,5,4,4,9,1,11,7,6,0,6,0
"Otu01354",8,4,4,1,2,7,2,4,6,8,10,4,5,3,0
"Otu01376",5,2,2,0,7,8,5,12,0,6,7,4,5,3,2
"Otu01387",0,8,4,3,8,7,1,4,3,7,15,4,1,1,2
"Otu01409",0,0,0,0,0,0,2,0,1,0,0,0,26,20,19
"Otu01458",0,6,4,3,3,4,4,11,6,3,3,7,4,3,7
"Otu01464",9,8,3,11,11,5,2,1,0,0,4,3,4,1,6
"Otu01479",1,10,6,9,3,1,7,3,7,5,2,1,6,3,4
"Otu01506",2,0,5,1,5,5,4,5,4,1,6,1,11,8,10
"Otu01532",2,10,1,1,9,7,7,3,3,4,7,2,5,4,3
"Otu01539",7,6,6,9,3,3,5,5,7,3,4,3,4,1,2
"Otu01556",5,7,19,2,0,4,3,2,4,4,12,3,0,1,2
"Otu01575",8,5,8,2,0,4,2,9,2,3,3,12,4,4,2
"Otu01579",4,3,5,9,0,5,3,0,1,10,2,4,4,11,7
"Otu01590",0,2,10,8,5,9,2,3,6,3,9,1,3,3,4
"Otu01643",3,11,9,0,3,8,2,5,5,4,6,2,2,1,7
"Otu01644",0,0,0,0,0,0,10,57,0,0,0,0,0,0,1
"Otu01268",4,5,7,2,0,4,4,7,2,6,3,3,7,7,6
"Otu01316",8,0,0,3,1,0,6,0,1,8,6,5,14,11,4
"Otu01358",3,4,3,2,11,9,2,4,3,8,7,5,3,1,2
"Otu01365",15,1,12,3,11,3,0,0,2,3,10,3,2,2,0
"Otu01417",9,5,10,4,2,7,2,1,3,3,6,6,0,3,6
"Otu01443",7,8,4,5,9,4,3,7,3,2,4,5,4,1,1
"Otu01454",0,5,4,3,10,13,4,2,5,1,8,5,5,2,0
"Otu01457",4,8,2,2,8,3,3,5,6,4,4,3,9,0,6
"Otu01476",6,11,7,1,14,2,3,2,0,8,8,0,2,0,3
"Otu01496",2,0,6,6,6,13,2,2,9,5,0,7,4,2,3
"Otu01509",4,7,3,6,10,6,1,3,9,6,5,4,0,0,3
"Otu01519",9,7,12,3,5,2,2,6,2,10,2,6,0,0,1
"Otu01522",7,6,13,5,3,1,2,11,4,0,3,2,2,7,1
"Otu01557",9,9,9,0,3,3,3,1,4,1,0,5,12,3,5
"Otu01565",6,4,6,10,5,3,0,5,4,3,2,7,5,3,4
"Otu01584",4,5,8,5,3,5,5,3,4,6,8,3,2,2,4
"Otu01586",9,16,7,5,2,2,3,6,6,1,2,5,0,2,1
"Otu01592",2,0,6,0,1,5,1,3,0,1,4,6,17,15,6
"Otu01594",12,10,2,0,4,1,0,10,0,10,10,4,0,0,4
"Otu01655",18,12,8,0,0,4,3,9,8,2,2,0,0,0,1
"Otu01658",3,7,1,3,0,7,2,9,1,0,15,6,2,3,8
"Otu01663",0,0,0,0,0,0,6,60,0,1,0,0,0,0,0
"Otu01665",11,12,17,1,3,3,7,1,2,3,3,1,2,0,1
"Otu01672",8,6,9,1,1,6,8,1,1,9,5,4,3,4,1
"Otu01367",0,2,1,4,0,1,2,0,0,1,1,1,26,14,13
"Otu01378",6,6,6,5,3,0,1,6,4,6,11,4,1,7,0
"Otu01393",12,15,4,2,2,1,2,6,4,9,4,4,0,0,1
"Otu01401",7,9,9,5,4,4,0,5,2,1,7,1,1,7,4
"Otu01447",9,2,7,1,13,3,6,3,1,0,8,4,5,2,2
"Otu01467",0,0,0,0,2,10,4,5,0,1,5,2,21,8,8
"Otu01471",6,5,2,3,5,5,3,6,9,7,0,6,1,4,4
"Otu01513",0,0,0,4,1,0,0,0,1,4,0,0,20,19,17
"Otu01527",0,5,2,6,3,8,7,7,2,1,2,10,8,2,3
"Otu01540",6,3,7,6,6,5,2,4,5,9,3,1,2,6,1
"Otu01548",9,9,6,5,3,6,3,4,2,3,2,1,7,3,3
"Otu01595",3,7,2,5,6,3,3,0,1,6,3,5,11,6,5
"Otu01600",3,4,7,6,7,13,1,2,1,6,4,9,2,1,0
"Otu01603",2,0,2,0,1,10,5,7,9,10,4,2,2,6,6
"Otu01784",10,5,4,6,1,5,0,6,8,13,4,4,0,0,0
"Otu01245",6,1,1,2,2,6,4,5,1,9,2,0,14,9,3
"Otu01329",3,4,3,2,2,4,5,2,3,5,7,4,4,8,9
"Otu01410",1,1,2,2,3,11,2,7,6,8,5,11,0,4,2
"Otu01415",3,4,6,1,7,4,1,4,8,3,4,4,7,5,4
"Otu01428",7,0,8,3,4,3,4,3,4,8,6,6,5,4,0
"Otu01446",0,0,0,0,0,0,0,0,0,0,0,0,30,14,21
"Otu01485",10,20,1,6,0,6,1,15,3,0,0,0,1,1,1
"Otu01488",3,7,3,0,8,6,5,6,1,3,12,4,4,2,1
"Otu01489",5,3,3,3,0,2,0,2,2,4,5,1,13,19,3
"Otu01503",9,9,3,0,8,4,0,4,5,2,6,3,2,9,1
"Otu01505",6,1,13,6,6,2,2,6,7,3,6,3,0,0,4
"Otu01530",4,3,5,4,4,4,8,0,2,3,12,4,5,5,2
"Otu01573",5,8,2,6,4,10,1,1,3,6,7,6,3,3,0
"Otu01669",9,0,4,0,5,9,4,5,3,3,2,7,4,4,6
"Otu01691",10,13,10,14,1,0,4,2,6,1,3,1,0,0,0
"Otu01870",0,0,0,0,0,0,4,51,10,0,0,0,0,0,0
"Otu01252",3,4,4,2,5,5,4,2,3,3,5,15,6,2,1
"Otu01305",5,0,4,2,5,6,2,8,1,9,3,10,4,1,4
"Otu01379",9,11,1,12,0,1,0,1,0,2,7,0,3,10,7
"Otu01403",7,5,5,0,4,4,2,6,5,1,8,3,6,6,2
"Otu01459",2,0,2,6,4,4,3,4,7,4,7,5,9,4,3
"Otu01473",5,8,0,0,3,2,6,1,7,2,2,9,8,6,5
"Otu01475",3,4,8,3,3,9,6,6,7,4,6,5,0,0,0
"Otu01494",5,4,2,7,0,5,6,0,3,4,0,6,4,13,5
"Otu01495",4,4,6,7,8,2,2,5,0,0,3,8,4,6,5
"Otu01500",6,7,8,2,8,2,9,2,1,1,5,1,4,5,3
"Otu01501",2,1,1,2,5,9,5,3,6,4,5,7,6,3,5
"Otu01523",0,3,10,5,8,5,2,8,2,6,0,1,3,3,8
"Otu01546",7,9,6,7,4,4,0,3,6,8,3,6,0,1,0
"Otu01559",0,3,0,0,6,3,7,29,0,4,2,1,4,2,3
"Otu01560",2,12,5,0,4,3,5,9,0,11,0,8,0,1,4
"Otu01571",4,2,8,2,3,5,2,3,5,0,1,1,7,10,11
"Otu01574",5,4,0,4,9,8,6,1,1,4,3,4,4,5,6
"Otu01588",5,2,9,5,6,7,5,4,4,3,7,0,2,1,4
"Otu01611",6,11,7,4,6,7,2,2,0,4,3,7,4,0,1
"Otu01619",4,5,1,0,8,6,0,1,3,3,5,2,8,9,9
"Otu01641",3,1,2,5,7,7,8,7,1,2,4,6,8,1,2
"Otu01681",9,8,6,3,4,9,6,4,7,0,1,1,2,1,3
"Otu01694",6,1,2,3,6,5,7,6,8,10,2,0,0,3,5
"Otu01756",1,13,4,14,9,5,3,2,3,2,3,0,3,0,2
"Otu01346",5,4,2,6,4,0,3,9,3,2,2,2,10,7,4
"Otu01366",1,3,3,1,2,5,5,9,2,5,4,1,6,7,9
"Otu01386",10,3,8,0,2,9,4,7,5,2,2,1,4,6,0
"Otu01419",2,1,1,3,5,10,3,8,6,4,6,5,1,7,1
"Otu01420",4,5,3,7,2,7,4,6,2,5,5,6,2,3,2
"Otu01422",0,0,2,1,0,0,5,3,1,5,0,2,32,10,2
"Otu01432",0,5,2,4,5,3,5,9,0,0,3,0,11,5,11
"Otu01448",1,2,2,2,4,7,5,11,11,8,4,5,1,0,0
"Otu01463",4,9,3,1,3,4,2,2,6,2,8,8,5,5,1
"Otu01521",9,10,4,7,3,3,3,3,0,2,2,2,2,7,6
"Otu01531",0,6,1,4,7,5,7,0,4,9,2,6,7,2,3
"Otu01555",1,0,0,1,4,0,0,0,0,2,0,0,17,24,14
"Otu01564",2,4,2,0,3,3,7,5,6,5,3,7,5,5,6
"Otu01596",5,16,1,3,5,3,3,2,8,7,6,1,2,1,0
"Otu01614",9,6,4,7,1,8,0,1,5,1,5,2,3,4,7
"Otu01624",5,4,11,4,5,7,1,0,4,0,1,4,9,5,3
"Otu01647",4,4,17,3,4,3,0,2,3,4,7,4,1,4,3
"Otu01682",6,6,0,12,2,5,0,2,0,2,4,2,2,4,16
"Otu01685",0,0,0,8,8,7,4,4,0,5,8,6,5,3,5
"Otu01699",0,0,2,2,4,2,12,3,3,3,10,0,7,9,6
"Otu01731",6,14,5,1,3,1,6,7,2,1,8,4,3,2,0
"Otu01770",10,2,2,2,1,18,0,6,1,6,9,4,2,0,0
"Otu01814",14,11,0,11,0,0,6,19,1,0,0,0,0,1,0
"Otu01884",5,13,5,2,7,3,2,0,9,3,4,0,0,0,10
"Otu01956",0,0,0,26,0,0,9,28,0,0,0,0,0,0,0
"Otu01372",2,1,4,0,0,7,0,2,2,0,1,4,3,18,18
"Otu01397",0,5,3,1,4,3,4,0,5,6,2,5,6,7,11
"Otu01406",2,1,0,4,0,5,8,8,2,1,2,2,11,9,7
"Otu01438",3,7,5,7,3,0,1,0,3,5,7,11,5,2,3
"Otu01486",4,4,4,6,2,5,2,3,5,6,3,10,1,4,3
"Otu01492",2,4,3,4,4,6,4,5,5,3,3,5,3,4,7
"Otu01525",10,5,6,13,0,7,3,0,3,5,3,1,0,3,3
"Otu01537",4,10,8,5,0,0,2,3,2,0,3,2,11,6,6
"Otu01551",9,2,6,3,9,3,2,2,4,3,3,8,2,0,6
"Otu01552",2,1,0,4,5,6,6,5,5,4,8,2,4,6,4
"Otu01568",1,6,6,0,3,2,3,4,4,5,0,3,7,9,9
"Otu01572",9,6,7,3,3,4,1,6,6,4,4,5,1,0,3
"Otu01583",9,10,3,3,3,5,3,1,3,0,9,3,6,0,4
"Otu01620",0,3,6,3,6,7,2,2,5,6,7,2,8,2,3
"Otu01629",2,2,4,2,4,10,1,2,4,5,8,3,6,3,6
"Otu01630",1,7,15,4,0,9,2,1,2,5,7,6,0,0,3
"Otu01660",3,5,2,2,7,3,11,4,7,0,9,0,5,4,0
"Otu01690",7,4,10,0,3,7,0,2,9,7,3,6,2,1,1
"Otu01717",1,0,1,0,3,2,1,0,1,0,2,1,18,11,21
"Otu01732",6,14,17,0,5,2,4,0,1,4,5,1,1,0,2
"Otu01766",2,2,0,1,4,1,0,0,0,0,1,0,25,15,11
"Otu01935",0,0,0,0,0,3,49,8,1,1,0,0,0,0,0
"Otu01309",5,3,4,0,9,5,6,12,2,3,3,4,1,1,3
"Otu01418",5,3,6,5,6,11,3,2,4,4,0,3,3,4,2
"Otu01444",4,6,2,0,2,0,0,0,2,0,3,1,15,16,10
"Otu01449",3,6,4,1,6,6,2,4,9,8,6,6,0,0,0
"Otu01520",4,5,7,0,8,7,5,7,3,5,2,2,4,0,2
"Otu01524",3,3,3,6,6,7,1,0,4,5,5,4,8,3,3
"Otu01585",11,5,1,5,2,13,0,2,3,0,9,4,6,0,0
"Otu01587",8,6,5,4,1,5,7,3,3,3,7,5,0,0,4
"Otu01618",6,9,10,2,10,4,1,3,5,1,3,0,3,4,0
"Otu01632",1,6,20,0,4,8,4,2,5,3,6,2,0,0,0
"Otu01650",3,2,2,3,1,5,2,13,5,6,5,6,3,4,1
"Otu01656",4,2,1,0,8,4,3,2,3,2,4,8,4,7,9
"Otu01657",2,2,2,3,6,5,5,1,4,7,4,5,7,6,2
"Otu01671",25,6,3,0,0,0,9,10,4,1,3,0,0,0,0
"Otu01675",9,3,9,1,5,7,4,0,5,0,4,6,2,2,4
"Otu01741",6,3,5,1,2,3,5,1,4,3,8,1,13,0,6
"Otu01757",6,5,0,7,6,4,3,4,1,5,3,6,2,3,6
"Otu01759",4,6,1,0,3,11,3,4,1,2,11,3,6,3,3
"Otu01795",0,1,6,0,2,2,10,20,1,0,2,1,5,1,10
"Otu01944",1,4,0,43,1,1,0,3,4,0,0,0,3,1,0
"Otu01983",4,2,0,22,0,0,5,28,0,0,0,0,0,0,0
"Otu02258",0,0,0,61,0,0,0,0,0,0,0,0,0,0,0
"Otu01400",4,3,5,4,2,4,2,0,4,4,6,4,7,6,5
"Otu01462",0,7,6,0,5,4,1,4,3,5,8,3,5,2,7
"Otu01491",5,5,2,9,3,2,3,5,3,1,5,4,1,7,5
"Otu01493",0,6,0,0,3,4,0,6,3,4,5,4,9,12,4
"Otu01534",2,8,6,4,7,3,2,0,0,6,3,4,6,6,3
"Otu01543",4,2,6,5,5,4,5,4,5,1,2,5,9,1,2
"Otu01547",4,4,5,3,2,12,3,2,8,2,1,1,3,7,3
"Otu01563",6,10,3,4,4,3,4,0,6,1,6,2,0,7,4
"Otu01578",3,7,11,5,4,3,2,5,2,5,6,4,0,2,1
"Otu01617",6,7,10,2,5,3,0,6,3,2,7,5,0,2,2
"Otu01633",5,1,0,3,3,0,11,4,7,3,4,8,4,3,4
"Otu01645",3,5,5,1,3,7,1,2,2,2,3,1,2,11,12
"Otu01654",7,3,2,4,6,4,3,1,1,5,1,0,7,4,12
"Otu01664",2,7,3,2,3,7,5,5,0,8,0,5,7,2,4
"Otu01679",2,2,1,2,7,2,8,6,10,7,6,6,0,0,1
"Otu01689",1,4,3,4,5,7,5,1,3,6,4,9,2,2,4
"Otu01697",2,0,4,1,8,6,0,7,5,3,3,4,7,6,4
"Otu01711",0,0,0,1,4,2,20,7,0,6,0,3,8,8,1
"Otu01726",6,5,3,0,2,5,5,6,2,5,3,4,2,9,3
"Otu01728",2,0,2,3,3,6,5,10,0,0,9,6,5,7,2
"Otu01748",5,2,7,6,3,3,6,3,6,0,3,6,3,3,4
"Otu01789",2,4,18,0,2,3,5,2,5,2,2,4,1,4,6
"Otu01794",8,2,4,2,3,7,2,0,5,1,9,6,6,3,2
"Otu01809",27,11,1,2,0,0,0,13,0,2,1,2,0,0,1
"Otu01862",7,5,2,9,12,3,1,8,0,3,0,4,6,0,0
"Otu01909",5,11,4,2,2,10,0,5,5,3,5,4,0,2,2
"Otu01955",11,15,8,0,0,0,3,11,7,4,0,1,0,0,0
"Otu01389",0,0,0,0,0,0,0,0,0,0,0,0,12,32,15
"Otu01468",6,8,9,1,1,3,0,0,3,0,0,4,7,6,11
"Otu01498",8,5,8,3,4,3,6,1,1,4,4,6,1,1,4
"Otu01499",3,0,2,0,11,10,6,9,5,2,3,2,1,2,3
"Otu01544",0,1,6,6,10,10,3,2,2,4,4,8,0,2,1
"Otu01570",7,2,1,2,0,5,5,12,3,2,4,4,6,3,3
"Otu01621",2,0,5,6,3,2,3,9,5,4,5,7,3,1,4
"Otu01628",10,6,0,10,0,6,2,2,2,0,3,3,12,0,3
"Otu01637",5,2,7,8,0,5,1,2,4,8,2,3,8,4,0
"Otu01653",8,14,4,0,4,0,3,8,4,0,8,2,0,4,0
"Otu01677",6,4,0,5,0,4,1,7,8,1,4,2,6,6,5
"Otu01683",7,0,7,3,4,4,2,4,11,8,3,3,3,0,0
"Otu01702",1,4,1,0,3,15,2,3,6,3,11,7,2,0,1
"Otu01724",5,19,12,0,0,5,0,3,2,3,5,0,1,1,3
"Otu01740",4,12,9,5,3,6,3,3,6,0,3,5,0,0,0
"Otu01743",6,4,10,4,13,2,3,0,0,1,0,5,2,4,5
"Otu01763",0,2,11,3,8,8,1,3,2,7,3,1,0,5,5
"Otu01840",3,1,4,2,6,6,5,7,6,3,4,4,3,0,5
"Otu01841",11,3,3,4,4,8,3,4,5,5,3,6,0,0,0
"Otu01903",45,11,0,0,0,0,0,3,0,0,0,0,0,0,0
"Otu01930",0,4,1,3,1,1,5,19,7,4,2,0,6,4,2
"Otu01362",0,1,5,2,3,9,5,2,2,10,4,6,0,3,6
"Otu01381",5,9,8,5,4,10,4,0,0,1,3,3,2,2,2
"Otu01553",2,5,8,2,4,9,0,2,2,6,3,2,6,5,2
"Otu01604",3,2,2,16,5,4,2,5,2,2,4,5,4,1,1
"Otu01605",1,0,5,5,3,6,5,5,6,12,2,3,0,0,5
"Otu01607",6,2,6,5,0,8,0,4,4,2,4,5,0,7,5
"Otu01616",3,4,2,2,6,13,4,2,0,6,0,2,5,5,4
"Otu01623",7,2,0,7,1,15,8,3,0,0,4,0,3,0,8
"Otu01634",3,1,4,9,9,3,3,2,3,2,10,6,0,3,0
"Otu01676",9,5,15,1,0,3,1,1,2,3,7,0,5,2,4
"Otu01684",1,3,6,4,3,7,3,8,0,5,6,5,0,3,4
"Otu01686",1,7,9,2,1,4,2,2,3,0,0,2,4,16,5
"Otu01700",0,2,0,2,6,5,8,4,2,8,3,11,4,1,2
"Otu01703",9,3,2,2,2,4,5,0,6,3,6,2,4,6,4
"Otu01709",1,0,11,0,4,0,1,0,0,0,3,0,6,11,21
"Otu01824",4,5,12,0,1,6,6,5,3,5,4,6,0,0,1
"Otu01825",15,7,0,3,0,4,3,16,1,1,0,0,1,5,2
"Otu01892",2,7,2,1,3,5,4,6,5,5,2,5,10,0,1
"Otu01902",2,12,0,0,1,0,4,39,0,0,0,0,0,0,0
"Otu01916",0,6,3,8,5,3,3,6,6,7,3,5,0,3,0
"Otu01968",36,16,0,0,0,0,1,5,0,0,0,0,0,0,0
"Otu01970",9,11,8,0,1,9,1,1,2,4,5,2,2,0,3
"Otu01244",0,0,0,0,0,3,0,1,0,1,0,0,2,48,2
"Otu01385",7,0,6,1,2,1,0,2,2,3,3,8,1,9,12
"Otu01451",0,7,5,4,4,5,1,4,2,1,3,2,8,5,6
"Otu01497",2,6,4,6,5,4,2,1,2,3,2,3,3,2,12
"Otu01517",0,4,1,2,0,0,0,0,0,1,1,0,15,19,14
"Otu01569",0,0,0,1,0,1,0,0,0,0,0,0,15,22,18
"Otu01589",7,2,11,2,6,10,2,2,1,6,5,1,2,0,0
"Otu01591",6,6,5,6,0,3,2,3,6,3,4,3,3,1,6
"Otu01602",1,14,13,1,6,1,5,0,2,0,2,2,3,2,5
"Otu01612",3,5,0,0,10,8,5,4,2,3,5,4,3,4,1
